address,lat,lon,total_tickets,total_owed,total_paid
5764 S. STATE ST,41.789108,-87.625927,2,1816.9,0
5800 S. LOWE AVE,41.78875,-87.64172,12,20639.64,0
5800 S. SANGAMON ST,41.788576,-87.649007,27,51869.72,0
5801 S. CARPENTER ST,41.7886126,-87.6507775,10,34593.61,0
5801 S. UNION AVE,41.7887064,-87.6422581,4,7123.62,0
5803 S. CARPENTER ST,41.7885952,-87.6508581,7,16369.93,0
5803 S. JUSTINE ST,41.7884636,-87.6628375,23,44591.47,0
5803 S. UNION AVE,41.7886898,-87.6422578,3,3857.65,0
5804 S. LOWE AVE,41.788672,-87.641716,3,2633.98,0
5804 S. MAY ST,41.7885143,-87.6537949,20,50826.09,0
5805 S. UNION AVE,41.7886075,-87.6422308,4,6838.76,0
5806 S. LOWE AVE,41.7886049,-87.641716,11,13994.06,0
5812 S. HERMITAGE AVE,41.787994,-87.668432,18,28286.28,0
5812 S. LOWE AVE,41.788482,-87.641713,11,16039.46,0
5816 S. LOWE AVE,41.788311,-87.641709,11,19401.89,0
5819 S. ABERDEEN ST,41.788157,-87.65195,1,1802.66,0
5821 S. SANGAMON ST,41.788153,-87.648296,2,11825.38,0
5831 S. CARPENTER ST,41.7877671,-87.6507129,2,3098.43,0
5832 S. GREEN ST,41.787762,-87.6465599,19,14193.81,0
5835 S. JUSTINE ST,41.787629,-87.662853,14,27646.5,0
5838 S. ELIZABETH ST,41.7875801,-87.6562756,6,5784.61,0
5839 S. JUSTINE ST,41.787458,-87.662849,11,24233.34,0
5843 S. SHIELDS AVE,41.7878158,-87.6336795,27,50199.2,0
5844 S. GREEN ST,41.7874348,-87.6464809,6,5869.89,0
5900 S. LOOMIS BLVD,41.786583,-87.659899,19,36873.39,0
5919 S. MORGAN ST,41.7864183,-87.6494838,14,25000.24,0
5919 S. WENTWORTH AVE,41.7866017,-87.6299677,4,6525.75,0
5922 S. ASHLAND AVE,41.7860134,-87.6647595,1,0,0
5922 S. LAFLIN ST,41.7860572,-87.662308,28,64955.83,0
5924 S. GREEN ST,41.7862287,-87.6465131,5,11667.11,0
5926 S. HERMITAGE AVE,41.7859795,-87.6682395,1,2490.42,0
5931 S. MORGAN ST,41.7859759,-87.6495386,8,11884.11,0
5934 S. MORGAN ST,41.785943,-87.6501339,5,6699.54,0
5935 S. STATE ST,41.7863982,-87.6250188,9,9791.47,0
5935 S. WENTWORTH AVE,41.7863553,-87.6299752,4,5348.36,0
5936 S. ASHLAND AVE,41.7856242,-87.6645711,1,0,0
5937 S. HERMITAGE AVE,41.7855855,-87.6677387,10,25850.93,0
5937 S. MORGAN ST,41.785888,-87.64946,3,6645.5,0
5937 S. STATE ST,41.786275,-87.62501,4,8423.47,0
5939 S. MORGAN ST,41.78582,-87.649458,3,5502.82,0
5940 S. LAFLIN ST,41.7856312,-87.662302,12,31480.31,0
5944 S. MAY ST,41.7855566,-87.6537393,1,2295.3,0
5946 S. UNION AVE,41.785642,-87.642878,33,60067,0
5950 S. RACINE AVE,41.7854675,-87.6543418,11,20285.06,0
5958 S. LAFLIN ST,41.785096,-87.662285,7,17705.46,0
6009 S. MORGAN ST,41.78482,-87.649433,4,7157.01,0
601 W. 103RD ST,41.7068436,-87.6389344,3,7567.63,0
6010 S. SANGAMON ST,41.7847755,-87.648918,7,14490.97,0
6011 S. MORGAN ST,41.784751,-87.649431,3,7421.54,0
6012 S. JUSTINE ST,41.784473,-87.6634881,11,24530.77,0
6016 S. JUSTINE ST,41.7844345,-87.6634769,12,26397.3,0
6018 S. JUSTINE ST,41.7844085,-87.6634271,11,25577.02,0
6026 S. MARSHFIELD AVE,41.7842567,-87.6658406,18,30325.14,0
6027 S. LAFAYETTE AVE,41.784738,-87.626226,1,3949.09,0
6028 S. MARSHFIELD AVE,41.784042,-87.665902,17,28723.04,0
6031 S. HERMITAGE AVE,41.7840017,-87.6676591,10,13580.34,0
6032 S. ADA ST,41.7840678,-87.6586011,15,33821.46,0
6034 S. UNION AVE,41.783988,-87.642709,11,27074.3,0
6037 S. STATE ST,41.784472,-87.624965,5,8561.52,0
604 W. 62ND ST,41.781856,-87.640269,22,48065.96,814.46
6041 S. ADA ST,41.7837556,-87.6579615,8,19451.68,0
6044 S. GREEN ST,41.7838314,-87.646479,7,13860.95,0
6046 S. STATE ST,41.784051,-87.625795,10,12608.48,0
6049 S. ASHLAND AVE,41.7835722,-87.6639571,2,2546.88,0
6050 S. STATE ST,41.7838365,-87.6257766,3,2440.74,0
6057 S. DAMEN AVE,41.783266,-87.6736598,5,7113.28,0
610-612 S. CICERO AVE,41.8726225,-87.7452019,1,143.23,200
6106 S. SANGAMON ST,41.7830996,-87.6488279,6,12091.66,0
6107 S. SANGAMON ST,41.7829694,-87.6482763,1,1840,0
611 W. 123RD ST,41.6703804,-87.6374332,14,28606.63,0
6114 S. ABERDEEN ST,41.7827,-87.652511,13,24234.92,0
6115 S. ASHLAND AVE,41.7825595,-87.6639312,4,767.65,0
6117 S. ASHLAND AVE,41.7825071,-87.6638998,1,0,0
6118 S. PRINCETON AVE,41.7830241,-87.6330169,6,11753.75,0
6129 S. WOOD ST,41.7821842,-87.6688914,9,26573.78,0
6152 S. WINCHESTER AVE,41.7814828,-87.6730601,17,30533.33,0
6156-6158 S. ASHLAND AVE,41.7814733,-87.6648214,1,1615.87,0
6159 S. MORGAN ST,41.7816739,-87.6494027,12,28455.58,0
617 W. 69TH ST,41.768686,-87.6403969,2,3663.49,0
618 E. 93RD ST,41.725909,-87.608573,11,28365.02,0
618 S. CICERO AVE,41.8724314,-87.7453316,1,1608.33,0
6200 S. MORGAN ST,41.7813475,-87.6500243,3,4600.72,0
6202 S. MORGAN ST,41.7813276,-87.6500162,2,3508.03,0
6205 S. RACINE AVE,41.7811097,-87.654201,11,20583.26,0
6208 S. WINCHESTER AVE,41.78085,-87.673092,1,888.65,0
6210 S. MORGAN ST,41.781081,-87.650035,17,28272.79,0
6210 S. WINCHESTER AVE,41.7807824,-87.6730422,30,54351.13,0
6233 S. RACINE AVE,41.780373,-87.654182,15,29123.72,0
6239 S. RACINE AVE,41.7802809,-87.6542699,13,23305.62,0
624 W. 111TH ST,41.6926654,-87.6384881,23,46285.99,949.41
6241 S. JUSTINE ST,41.780102,-87.662673,3,3615.4,0
629 E. 103RD ST,41.707141,-87.607897,6,12759.02,0
6316 S. SANGAMON ST,41.77912,-87.648773,4,7616.87,0
6318 S. SANGAMON ST,41.779035,-87.648771,11,24146.6,0
6320 S. CHAMPLAIN AVE,41.779673,-87.609915,7,15226.79,0
6326 S. EBERHART AVE,41.7795002,-87.6135525,3,6463.81,0
6326 S. HOYNE AVE,41.778397,-87.6766894,7,11995.13,0
6326 S. PARNELL AVE,41.77901,-87.639071,3,4587.96,0
6333 S. MARSHFIELD AVE,41.778369,-87.665119,7,10779.01,0
6336 S. CARPENTER ST,41.7785812,-87.6511625,13,23292.39,0
6341 S. ABERDEEN ST,41.778461,-87.651703,9,17843.92,0
6345 S. SEELEY AVE,41.7778847,-87.6748422,10,22137.81,0
6346 S. EVANS AVE,41.7790649,-87.6075601,3,5814.38,0
6346 S. WINCHESTER AVE,41.7778336,-87.6729471,6,24025.01,0
6352 S. PAULINA ST,41.777824,-87.667001,29,56474.78,0
6353 S. MAY ST,41.7781452,-87.6529389,5,7795.49,0
6354 S. MAY ST,41.7780178,-87.6535466,1,1773.43,0
6356 S. WOOD ST,41.777723,-87.669409,31,63358.23,0
636 E. 65TH ST,41.7768572,-87.6092677,1,1777.1,0
638 W. 57TH ST,41.790991,-87.641777,21,43719.42,0
639 E. 92ND PL,41.7263141,-87.6079062,16,38151.19,0
64 W. 103RD PL,41.7064427,-87.6259843,6,10586.64,0
6401 S. MORGAN ST,41.777714,-87.649247,10,27725.71,0
6403 S. PAULINA ST,41.77744,-87.666297,23,45806.39,0
6407 S. JUSTINE ST,41.7774775,-87.6626176,14,31444.84,0
6414 S. ASHLAND AVE,41.7769591,-87.6645283,18,26102.56,0
6415 S. HAMILTON AVE,41.7769509,-87.677161,9,19728.8,0
6416 S. MARSHFIELD AVE,41.777036,-87.665777,25,49673.44,0
6422 S. ASHLAND AVE,41.7768,-87.66452,2,783.04,5612.36
6423 S. HERMITAGE AVE,41.776869,-87.667484,3,4208.8,0
6426 S. ASHLAND AVE,41.7768276,-87.664559,6,7143.07,0
6427 S. ASHLAND AVE,41.7768668,-87.6638054,6,10881.56,0
6427 S. WOOD ST,41.7767156,-87.6687563,30,50591.92,0
6430 S. JUSTINE ST,41.7766824,-87.6632571,7,17499.71,0
6431 S. ASHLAND AVE,41.7767259,-87.663766,11,18999,0
6433 S. CARPENTER ST,41.7768393,-87.6505087,2,8167.32,0
6442 S. WINCHESTER AVE,41.7762428,-87.6728794,12,9798.44,0
6443 S. LAFLIN ST,41.7764392,-87.6613979,1,3728.14,0
6444 S. LAFLIN ST,41.7763241,-87.6619469,1,4720.03,0
6445-6447 S. LAFLIN ST,41.7763849,-87.6614156,1,1046.12,0
6447 S. CARPENTER ST,41.776526,-87.6504502,4,11865.69,0
6447 S. LAFLIN ST,41.776331,-87.6614139,4,10225.59,0
6449 S. CARPENTER ST,41.7763799,-87.6504228,7,19393.03,0
6449 S. LAFLIN ST,41.776278,-87.661355,8,18017.71,0
6451 S. LAFLIN ST,41.776209,-87.661353,9,21035.73,0
6452 S. ABERDEEN ST,41.7761809,-87.6525157,11,15676.09,0
6454 S. SEELEY AVE,41.7758306,-87.6753568,14,23512.43,0
649 E. 72ND ST,41.7638771,-87.6081659,1,0,0
6500 S. HERMITAGE AVE,41.775636,-87.668143,25,56583.08,0
6504 S. ABERDEEN ST,41.7757991,-87.6522995,13,28600.37,0
6507 S. MARSHFIELD AVE,41.7755273,-87.6650474,39,82596.14,0
6511 S. ABERDEEN ST,41.7756748,-87.6516277,15,31519.72,0
6511 S. MARSHFIELD AVE,41.775429,-87.6650389,38,75321.96,0
6512 S. CARPENTER ST,41.7756141,-87.6510134,15,31131.04,0
6513 S. ABERDEEN ST,41.7755333,-87.6517208,12,31885.1,0
6514 S. MORGAN ST,41.775506,-87.64989,9,23804.28,0
6515 S. CARPENTER ST,41.775613,-87.6505555,7,14826.72,0
6516 S. HOYNE AVE,41.7751982,-87.6766099,3,11171.72,0
6516 S. MORGAN ST,41.775438,-87.649889,11,26028.98,0
6517 S. CARPENTER ST,41.7755609,-87.6505115,7,9441.13,0
6519 S. BISHOP ST,41.7752215,-87.6602475,22,46800.51,0
6519 S. SEELEY AVE,41.7750494,-87.67475,20,47308.3,0
6520 S. BISHOP ST,41.775218,-87.660812,23,38736.16,0
6520 S. CARPENTER ST,41.7753156,-87.6510754,16,35857.89,0
6520 S. HOYNE AVE,41.775006,-87.67659,12,30068.82,0
6521 S. CARPENTER ST,41.7753197,-87.6504504,8,15983.96,0
6522 S. HOYNE AVE,41.7748539,-87.6765543,21,54578.45,0
6523 S. CARPENTER ST,41.7752509,-87.6504007,5,9921.52,0
6526 S. DAMEN AVE,41.7749049,-87.6741459,13,28047.27,0
6536 S. BISHOP ST,41.7747454,-87.6607249,15,48230.62,0
6537 S. RHODES AVE,41.775569,-87.611577,3,5816.75,0
6540 S. ASHLAND AVE,41.7745793,-87.6644879,34,59914.6,0
6544 S. ASHLAND AVE,41.7745333,-87.6644872,5,8015.07,0
6546 S. ASHLAND AVE,41.774406,-87.664501,5,6298.35,0
6549 S. PEORIA ST,41.774597,-87.6467289,16,31467.7,0
6557 S. MAY ST,41.774405,-87.652809,2,5732.74,0
6557 S. PARNELL AVE,41.767283,-87.638063,7,11950.96,0
6558 S. SANGAMON ST,41.7743524,-87.6485433,39,75557.83,0
6601 S. MORGAN ST,41.7740727,-87.6492393,12,27297.02,0
6603 S. MORGAN ST,41.774043,-87.649153,7,14265.96,0
6606 S. WOLCOTT AVE,41.773597,-87.6716265,3,4934.89,0
6607 S. LOWE AVE,41.774056,-87.640378,17,30104.41,0
6612 S. CARPENTER ST,41.773726,-87.6510629,16,28768.1,0
6615 S. MICHIGAN AVE,41.7743979,-87.6223799,7,17763.08,0
6621 S. HOYNE AVE,41.7731886,-87.6759312,26,65331.09,0
6621 S. JUSTINE ST,41.773409,-87.6625344,2,1340.94,0
6623 S. JUSTINE ST,41.7732688,-87.6624935,5,10065.48,0
6623 S. MAY ST,41.7734791,-87.6528671,14,29775.14,0
6627 S. JUSTINE ST,41.7732372,-87.6624849,3,7680.89,0
6629 S. JUSTINE ST,41.7731024,-87.6625217,10,32514.63,0
6630 S. HARTWELL AVE,41.7739729,-87.6218426,17,46506.46,0
6634 S. MAY ST,41.77314,-87.653475,14,38260.5,0
6636 S. HARTWELL AVE,41.7738409,-87.6218082,12,30839.83,0
6637 S. HONORE ST,41.7728309,-87.669781,21,34347.29,0
6638 S. CARPENTER ST,41.7730372,-87.651045,2,0,0
6638 S. HARTWELL AVE,41.7737645,-87.621856,11,22502.09,0
6638 S. WOOD ST,41.7727123,-87.6691757,4,9834.11,0
6640 S. PERRY AVE,41.7732932,-87.6286256,12,21455.38,0
6641 S. HONORE ST,41.7726932,-87.6698115,17,34258.44,0
6642 S. WOOD ST,41.7726632,-87.6691515,5,19868.7,0
6644 S. HARTWELL AVE,41.7736708,-87.621867,5,13525.51,0
6704 S. PEORIA ST,41.772235,-87.647381,5,10267.35,0
6705 S. PARNELL AVE,41.77229,-87.638309,15,38675.91,0
6708 S. PEORIA ST,41.7721051,-87.6472531,2,12444.9,0
6716 S. LOWE AVE,41.771947,-87.640683,16,24595.13,0
6716 S. PARNELL AVE,41.772019,-87.639094,15,21351.29,0
6719 S. PERRY AVE,41.772052,-87.627908,41,72359.07,0
6719 S. WOLCOTT AVE,41.7714339,-87.6710623,2,6359.97,0
6720 S. WOOD ST,41.7715197,-87.6691317,9,28837.64,0
6722 S. ASHLAND AVE,41.77141,-87.664336,5,11838.01,0
6724 S. GREEN ST,41.7717623,-87.6460865,17,28895.08,22.53
6731 S. ASHLAND AVE,41.771262,-87.663616,3,5530.82,0
6733 S. WINCHESTER AVE,41.7710849,-87.6722541,5,8845.58,0
6735 S. ASHLAND AVE,41.771126,-87.663612,1,533.29,0
6743 S. ASHLAND AVE,41.770921,-87.663606,1,2651.25,0
6747 S. CLAREMONT AVE,41.7705539,-87.6818222,36,72325.14,0
6749 S. GREEN ST,41.771033,-87.645436,14,30126.45,0
6751 S. HONORE ST,41.7706493,-87.6697038,10,22553.59,0
6753 S. HONORE ST,41.7706352,-87.6697863,15,38119.34,0
6755 S. HONORE ST,41.7705138,-87.6697073,10,21130.36,0
6757 S. OAKLEY AVE,41.7703779,-87.6805929,38,65506.23,0
6759 S. HONORE ST,41.7704397,-87.6697058,15,39072.06,0
68 E. 102ND PL,41.708384,-87.62098,10,22984.45,0
6803 S. MAY ST,41.7703879,-87.652704,18,50093,0
6805 S. ASHLAND AVE,41.7702426,-87.6636181,10,17607.15,0
6809 S. MARSHFIELD AVE,41.7700125,-87.6648745,42,75473.26,0
6812 S. MORGAN ST,41.770128,-87.649752,14,27296.95,0
6814 S. RACINE AVE,41.7700406,-87.65458,7,14699.36,0
6815 S. WINCHESTER AVE,41.7696936,-87.67211,29,53857.06,0
6818 S. ASHLAND AVE,41.769806,-87.6642585,4,4806.95,0
6819 S. ASHLAND AVE,41.769731,-87.663571,5,4690.72,1701.63
6819 S. MAY ST,41.769999,-87.6527049,18,46550.72,0
6819-6825 S. ASHLAND AVE,41.7697212,-87.6635481,9,13828.62,84.72
6820 S. ASHLAND AVE,41.769629,-87.664336,4,11081.74,0
6820 S. THROOP ST,41.7698508,-87.657029,16,23703.41,0
6825 S. ASHLAND AVE,41.7695195,-87.6635884,6,9286.27,0
6825 S. PEORIA ST,41.7698223,-87.6466438,8,20309.98,0
6825-6827 S. PEORIA ST,41.7698223,-87.6466438,5,3112.41,0
6827 S. PEORIA ST,41.7698113,-87.6466874,12,13773.17,0
6832 S. RACINE AVE,41.769499,-87.654594,12,23639.79,0
6833 S. ASHLAND AVE,41.769353,-87.66356,17,19988.16,0
6836 S. RACINE AVE,41.769431,-87.6545919,1,3765.79,0
6837 S. ASHLAND AVE,41.7692247,-87.6635033,23,35709.22,0
6843 S. ELIZABETH ST,41.769183,-87.655098,16,34021.36,0
6844 S. MAY ST,41.7690089,-87.653366,32,48036.39,0
6845 S. MAY ST,41.7692452,-87.6526382,39,85989.99,0
6845 S. WINCHESTER AVE,41.7690368,-87.6720969,9,12993.64,0
6901 S. PARNELL AVE,41.76855,-87.638096,18,28647.15,0
6912 S. MAY ST,41.7683226,-87.6533486,11,22397.94,0
6912 S. PERRY AVE,41.768689,-87.628698,25,43496.3,0
6914 S. BISHOP ST,41.7680535,-87.660652,1,1980.73,0
6914 S. MAY ST,41.768175,-87.653343,12,20916.11,0
6915 S. EMERALD AVE,41.7683065,-87.6428864,10,17681.35,0
6916 S. JUSTINE ST,41.767991,-87.663039,13,30271.79,0
6916 S. MAY ST,41.768106,-87.653349,9,14476.97,0
6918 S. ADA ST,41.7680757,-87.6581792,6,9907.78,0
6919 S. MAY ST,41.7681188,-87.652644,13,22836.56,0
6920 S. MAY ST,41.7679956,-87.6532951,16,27640.62,0
6921 S. CARPENTER ST,41.7680427,-87.6502351,18,33136.09,0
6923 S. BISHOP ST,41.767895,-87.659918,15,25472.61,0
6925 S. BISHOP ST,41.767847,-87.6600535,11,15919.99,0
6930 S. ADA ST,41.76769,-87.658182,8,15504.87,0
6933 S. ABERDEEN ST,41.7677798,-87.6513951,15,30501.88,0
6935 S. ABERDEEN ST,41.7677397,-87.6515223,12,31122.64,0
6935 S. ASHLAND AVE,41.767506,-87.663507,3,11664.78,0
6937 S. ASHLAND AVE,41.767438,-87.663505,4,5357.38,0
6941 S. ASHLAND AVE,41.76737,-87.663503,11,14606.93,0
6943 S. NORMAL BLVD,41.769419,-87.635191,10,21443.38,0
6948 S. WOLCOTT AVE,41.767008,-87.6714147,1,2641.07,0
6949 S. MAY ST,41.767333,-87.652623,17,28779.02,0
6950 S. ELIZABETH ST,41.76718,-87.655741,5,12312.63,0
6950 S. LOWE AVE,41.7673853,-87.641085,17,30280.27,0
6951 S. ASHLAND AVE,41.767096,-87.663495,5,6257.72,0
6951 S. UNION AVE,41.76742,-87.64167,24,52175.11,0
6952 S. ELIZABETH ST,41.767112,-87.65574,10,22944.42,0
6952 S. LOOMIS BLVD,41.7670861,-87.659403,2,4933.6,0
6953 S. PARNELL AVE,41.767444,-87.638064,1,2535.06,0
6956 S. NORMAL BLVD,41.7673025,-87.6374879,16,22071.18,0
6956 S. WALLACE ST,41.7672647,-87.6401048,20,75868.83,0
6958 S. ELIZABETH ST,41.7669799,-87.655736,11,24596.42,0
700 E. 93RD ST,41.725938,-87.606817,2,5246.77,0
7004 S. RACINE AVE,41.766599,-87.654514,14,20547.64,0
7007 S. ABERDEEN ST,41.766635,-87.651392,32,61585.66,0
7009 S. ELIZABETH ST,41.7665402,-87.6550211,1,1948.02,0
701 N. KEDZIE AVE,41.8939937,-87.7061255,12,8222.7,11150.52
701-703 N. KEDZIE AVE,41.8939937,-87.7061255,7,8591.17,1244.98
7013 S. WINCHESTER AVE,41.7661992,-87.6720247,23,43331.48,0
7018 S. ELIZABETH ST,41.766303,-87.6557178,6,15486.85,0
7020 S. PERRY AVE,41.76663,-87.628642,25,42006.78,0
7027 S. EMERALD AVE,41.766239,-87.642847,14,22061.77,0
7029 S. WINCHESTER AVE,41.765773,-87.672006,15,20043.3,0
7031 S. ASHLAND AVE,41.7657917,-87.6635307,1,0,581.72
7033 S. ASHLAND AVE,41.7657289,-87.6634555,1,-0.01,489.13
7035 S. ELIZABETH ST,41.7658162,-87.6549834,17,26661.83,0
7036 S. LAFLIN ST,41.765663,-87.661765,19,32068.3,40
7038 S. LAFLIN ST,41.765595,-87.6617629,13,26277.25,0
7039 S. ABERDEEN ST,41.7658236,-87.6513529,5,9330.37,0
704 E. 93RD ST,41.72594,-87.606668,2,3654.99,0
7042 S. PEORIA ST,41.76568,-87.647217,21,41120.35,0
7043 S. LOWE AVE,41.765825,-87.6404782,2,5051.33,0
7052 S. WOLCOTT AVE,41.7650502,-87.6714549,3,4110.12,0
7056 S. PERRY AVE,41.765671,-87.6286159,44,58301.64,0
708 E. 93RD ST,41.725942,-87.60653,2,8095.37,0
7105 S. HARVARD AVE,41.7652082,-87.6330607,17,29644.66,0
7106 S. PRINCETON AVE,41.765096,-87.632555,18,31438.08,0
7107 S. HARVARD AVE,41.765082,-87.633085,5,10466.4,0
7109 S. HARVARD AVE,41.765009,-87.633084,5,9746.31,0
711 N. KEDZIE AVE,41.8940339,-87.7061214,12,23947.27,0
7113 S. VINCENNES AVE,41.765045,-87.627653,44,85316.49,0
7115 S. MAY ST,41.764569,-87.652545,30,48777.93,0
7123-7127 S. ASHLAND AVE,41.7642942,-87.6633896,1,1790.01,0
7124 S. EGGLESTON AVE,41.764566,-87.636222,2,3927.22,0
7125 S. ASHLAND AVE,41.7642036,-87.663705,5,3457.29,0
7125-7127 S. ASHLAND AVE,41.7642036,-87.663705,4,3361.5,0
7127 S. ASHLAND AVE,41.764173,-87.663385,6,14489.8,0
7142 S. HARVARD AVE,41.764093,-87.633767,8,14426.53,0
7144 S. EGGLESTON AVE,41.7638337,-87.6361864,26,41395.82,0
7147 S. HARVARD AVE,41.7640045,-87.6331559,3,15144.43,0
715 N. CICERO AVE,41.8936448,-87.7453364,2,6074.88,0
717 N. CICERO AVE,41.8936763,-87.7452329,3,3480.2,0
7211 S. HONORE ST,41.7626477,-87.6695367,6,8270.26,0
7213 S. CARPENTER ST,41.762833,-87.650077,16,31900.67,0
7219 S. SANGAMON ST,41.7626905,-87.6476757,16,25081.58,0
7229 S. UNION AVE,41.762566,-87.641054,13,26029.76,0
723 N. TROY ST,41.8944898,-87.7050347,17,36033.77,6932.69
7233 S. WOOD ST,41.7619254,-87.668359,20,39604.77,0
7235 S. UNIVERSITY AVE,41.763146,-87.596651,1,1608.33,0
7236 S. PRINCETON AVE,41.7624742,-87.6324234,4,11216.79,0
724 W. 81ST ST,41.747275,-87.642561,2,4960.66,0
7244 S. ASHLAND AVE,41.7617195,-87.663989,1,0,3537.39
7244 S. WINCHESTER AVE,41.761682,-87.6725979,16,25168.98,0
7246 S. ASHLAND AVE,41.7616977,-87.6640915,3,2049.66,3579.39
7247 S. STEWART AVE,41.762189,-87.634229,1,2425.11,0
725 N. PULASKI RD,41.8944082,-87.7256238,2,6231.97,340
7250 S. ASHLAND AVE,41.761602,-87.664105,2,2049.16,0
7251 S. ABERDEEN ST,41.7691589,-87.6480336,29,62386.15,0
7251 S. PAULINA ST,41.7616016,-87.6658383,9,14944.59,0
7255 S. ABERDEEN ST,41.7617452,-87.6513823,31,65025.98,0
726 W. 60TH PL,41.7844254,-87.6436438,24,39158.58,0
728 N. DRAKE AVE,41.8945368,-87.7153182,11,19896.93,0
7303 S. SANGAMON ST,41.761361,-87.647612,28,58120.47,0
7313 S. MORGAN ST,41.761023,-87.6488166,5,7376.21,0
7324 S. ASHLAND AVE,41.76047,-87.664075,1,508.33,0
7330 S. ABERDEEN ST,41.7604705,-87.6518402,19,19840.75,0
7330 S. ASHLAND AVE,41.7602613,-87.6639312,1,915.63,0
734 S. LARAMIE AVE,41.870908,-87.755087,20,30144.91,0
7347 S. WOLCOTT AVE,41.7598363,-87.6707694,28,45186.77,0
738 S. KARLOV AVE,41.8712795,-87.7281451,20,20409.95,0
738 S. PULASKI RD,41.871209,-87.725606,21,18333.83,0
741 W. 81ST ST,41.7467972,-87.6431176,6,14125.77,0
7415 S. PARNELL AVE,41.7593094,-87.6380767,18,39791.5,0
7424 S. MAY ST,41.7588559,-87.6530842,5,8304.32,0
7426 S. MAY ST,41.7588071,-87.6530745,3,2237.71,0
743 W. 54TH PL,41.7949962,-87.6442463,7,13916.42,0
7433 S. ELLIS AVE,41.7595275,-87.6002091,5,7565.67,0
7436 S. UNION AVE,41.758655,-87.642179,3,4664.39,0
7440 S. UNION AVE,41.758545,-87.642176,2,3301.66,0
7444 S. UNION AVE,41.758422,-87.642165,7,7183.45,0
7449 S. EMERALD AVE,41.7584695,-87.6426538,2,2476.8,0
7455 S. PARNELL AVE,41.7582809,-87.638025,10,23130.96,0
746 W. 83RD ST,41.743612,-87.642404,4,13222.46,0
75 E. 100TH PL,41.7114861,-87.6207991,6,14272.39,0
752 S. CALIFORNIA AVE,41.871324,-87.696372,7,1233.5,4550.16
7544 S. HARVARD AVE,41.7567529,-87.633188,22,53568.11,0
7600 S. LOWE AVE,41.755973,-87.640872,27,53381.33,0
7601 S. LOWE AVE,41.756008,-87.640251,1,1931.51,0
7606 S. LOWE AVE,41.7557678,-87.640748,15,36323.42,0
7640 S. ASHLAND AVE,41.7545969,-87.663934,8,10091.57,0
7640-7642 S. ASHLAND AVE,41.7545969,-87.663934,2,1035.06,0
7642 S. ASHLAND AVE,41.754522,-87.663929,13,18344.02,0
7752 S. ASHLAND AVE,41.752368,-87.663875,5,2714.83,340
7754 S. LOWE AVE,41.7526579,-87.64078,17,27767.69,0
7820 S. ESCANABA AVE,41.7530811,-87.5543456,4,11944.91,0
7839 S. UNION AVE,41.7513534,-87.6414108,22,42236.83,0
7945 S. WOLCOTT AVE,41.7489639,-87.6704433,30,55796.67,0
7952 S. UNION AVE,41.74916,-87.641912,18,44003.24,0
800 S. PULASKI RD,41.8706824,-87.7256554,32,38389.1,0
8002 S. ESCANABA AVE,41.74989,-87.554417,7,9985.76,0
8012 S. KIMBARK AVE,41.74912,-87.593355,8,9387.71,0
8022 S. NORMAL AVE,41.7481461,-87.636991,19,30352.71,0
8023 S. MANISTEE AVE,41.7493018,-87.5573579,3,5029.62,0
8040 S. EXCHANGE AVE,41.7488792,-87.5532173,2,2131.62,0
8041 S. PARNELL AVE,41.74768,-87.637517,9,21949.54,0
8041 S. VINCENNES AVE,41.7476307,-87.6347357,15,33713.85,0
8045 S. PARNELL AVE,41.747606,-87.6375149,8,13160.93,0
8050 S. ASHLAND AVE,41.7470849,-87.6637492,13,19811.96,0
8211 S. ASHLAND AVE,41.7444909,-87.6629282,2,1103.02,0
8214 S. ASHLAND AVE,41.7444361,-87.6636272,5,5958.87,0
8218 S. ASHLAND AVE,41.7442511,-87.6636617,6,8131.41,0
825 N. DRAKE AVE,41.8963293,-87.7148906,9,9096.32,0
8250 S. EMERALD AVE,41.743788,-87.642977,1,1769.15,0
8256 S. EMERALD AVE,41.743535,-87.6429689,3,4451.79,0
8259 S. GREEN ST,41.74349,-87.644705,20,45902.86,0
833 W. 68TH ST,41.770455,-87.646123,38,77669.56,0
8340 S. BURNHAM AVE,41.7433573,-87.5566291,5,8432.34,0
8345 S. GREEN ST,41.74205,-87.644719,4,6669.36,0
837 W. 103RD ST,41.7066476,-87.6444207,7,15337.08,0
844 W. 119TH ST,41.6780511,-87.6438123,10,14524.42,0
8539 S. ABERDEEN ST,41.7385127,-87.6506154,14,34349.71,0
854 W. 53RD ST,41.7980724,-87.6473961,7,14022.08,0
8541 S. ABERDEEN ST,41.7383962,-87.6506245,15,33372.96,0
857 N. DRAKE AVE,41.8971447,-87.714819,8,18434.87,990.74
8712 S. WINCHESTER AVE,41.7349938,-87.6713771,2,2847.34,0
8717 S. PEORIA ST,41.73535,-87.6458,6,8683.34,0
8736 S. DAUPHIN AVE,41.7355705,-87.6018388,4,4320.56,0
8910 S. ANTHONY AVE,41.7331268,-87.5638327,5,11644.08,0
8940 S. ASHLAND AVE,41.7308637,-87.663333,1,0,300
8942 S. ASHLAND AVE,41.7309525,-87.663313,1,1227.01,0
900 N. CICERO AVE,41.8971175,-87.7462832,1,0,300
9000 S. CARPENTER ST,41.7303508,-87.6497976,7,12434.74,0
